Id	Bas3	Bas2	WT4	WT3	norm.Bas3	norm.Bas2	norm.WT4	norm.WT3	baseMean	Base	WT	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks	cogClass	prod
CD630_23410	0	0	6	8	0	0	4	3	1.68	0	4	1.383	0.468	1.159	0.24657852032385	NA	0	2.6957	2.5078	2.5078	TRUE	NA	Q	Gamma-aminobutyrate metabolism dehydratase/isomerase %5Bincludes: 4- hydroxybutyryl-coa dehydratase%3B vinylacetyl-coa-delta-isomerase%5D
CD630_23420	0	0	0	2	0	0	0	1	0.16	0	0	0.996	-0.006	-0.024	0.981064521226078	NA	0	91.5366	10	10	TRUE	NA	I	Succinate-semialdehyde dehydrogenase %28NAD%28P%29%2B%29
CD630_23430	0	0	2	2	0	0	1	1	0.51	0	1	1.055	0.078	0.295	0.767906415165046	NA	0	15.0581	10	10	TRUE	NA	C	Succinyl-CoA:coenzyme A transferase
CD630_23440	0	0	0	2	0	0	0	1	0.16	0	0	0.996	-0.006	-0.024	0.981064521226078	NA	0	91.5366	10	10	TRUE	NA	R	Putative membrane protein
CD630_23450	0	0	0	2	0	0	0	1	0.16	0	0	0.996	-0.006	-0.024	0.981064521226078	NA	0	91.5366	10	10	TRUE	NA	K	Transcriptional regulator%2C LysR family
CD630_23460	0	0	0	2	0	0	0	1	0.16	0	0	0.996	-0.006	-0.024	0.981064521226078	NA	0	91.5366	10	10	TRUE	NA	notInCOG	Putative membrane protein
CD630_23470	0	0	0	1	0	0	0	0	0.08	0	0	0.972	-0.041	-0.159	0.874051897451427	NA	0	349.1015	10	10	TRUE	NA	E	Putative Xaa-Pro dipeptidase
CD630_23480	0	0	10	11	0	0	7	4	2.61	0	6	1.843	0.882	1.792	0.0731051403417948	0.212997692847699	0	1.1656	1.1027	1.1027	TRUE	NA	I	Glycine reductase complex component C subunit alpha %28Protein PC alpha%29
CD630_23490	0	0	4	15	0	0	3	5	1.92	0	4	1.484	0.57	1.332	0.182723322507455	0.368570120613328	0	2.1339	2.0065	2.0065	TRUE	NA	I	Glycine reductase complex component C subunit beta %28Protein PC beta%29
CD630_23510	0	1	25	27	0	2	17	9	6.94	1	13	2.322	1.215	2.163	0.0305101468982626	0.137826808318808	0	0.4525	0.4177	0.4177	TRUE	NA	notInCOG	Glycine reductase complex component B gamma subunit %28selenocysteine%29
CD630_23520	0	1	2	13	0	2	1	4	1.87	1	2	1.19	0.251	0.614	0.539022334437949	0.731087763950322	0	2.2483	1.9328	1.9328	TRUE	NA	notInCOG	Glycine reductase complex selenoprotein A %28selenocysteine%29
CD630_23540	0	0	28	6	0	0	19	2	5.26	0	10	1.574	0.654	1.627	0.103700713409985	0.263154498545767	3.1753	0.5934	0.7525	3.1753	TRUE	NA	notInCOG	Glycine reductase complex component B subunits alpha and beta %28Selenoprotein PB alpha/beta%29 %5BContains: Betaine reductase component B subunit beta%3B Betaine reductase component B subunit alpha%5D
CD630_23550	0	0	3	4	0	0	2	1	0.84	0	2	1.131	0.177	0.562	0.574103873974302	NA	0	6.5998	5.9801	5.9801	TRUE	NA	O	Thioredoxin 2 %28Trx2%29
CD630_23560	0	0	2	8	0	0	1	3	1	0	2	1.182	0.241	0.706	0.480079121973137	NA	0	4.9473	4.5599	4.5599	TRUE	NA	O	Thioredoxin reductase 3
CD630_23570	0	0	0	2	0	0	0	1	0.16	0	0	0.996	-0.006	-0.024	0.981064521226078	NA	0	91.5366	10	10	TRUE	NA	notInCOG	Putative glycine reductase complex component
CD630_23580	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	E	Oligoendopeptidase-related%2C clade2%2C M3B family
CD630_23590	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	HR	Putative hydrolase%2C HAD superfamily%2C subfamily IIB
CD630_23591	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Conserved hypothetical protein
CD630_23600	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Conserved hypothetical protein
CD630_23610	0	0	0	2	0	0	0	1	0.16	0	0	0.996	-0.006	-0.024	0.981064521226078	NA	0	91.5366	10	10	TRUE	NA	P	ABC-type transport system%2C nitrate/sulfonate/taurine ATP-binding protein
CD630_23620_p1	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Fragment of ABC-type transport system%2C permease %28Part 1%29
CD630_23620_p2	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Fragment of ABC-type transport system%2C permease %28Part 2%29
CD630_23630	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Conserved hypothetical protein
CD630_23640	0	0	0	1	0	0	0	0	0.08	0	0	0.972	-0.041	-0.159	0.874051897451427	NA	0	349.1015	10	10	TRUE	NA	notInCOG	Conserved hypothetical protein
CD630_23650	0	0	0	2	0	0	0	1	0.16	0	0	0.996	-0.006	-0.024	0.981064521226078	NA	0	91.5366	10	10	TRUE	NA	P	ABC-type transport system%2C nitrate/sulfonate/taurine extracellular solute-binding protein
CD630_23660	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Conserved hypothetical protein
CD630_23670	0	0	0	2	0	0	0	1	0.16	0	0	0.996	-0.006	-0.024	0.981064521226078	NA	0	91.5366	10	10	TRUE	NA	S	ABC-type transport system%2C multidrug-family permease
CD630_23680	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Conserved hypothetical protein
CD630_23690	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Conserved hypothetical protein
CD630_23700	0	2	0	0	0	4	0	0	0.91	2	0	0.795	-0.33	-1.077	0.281689062410677	NA	10	5.7564	6.4924	6.4924	TRUE	NA	H	Nicotinate-nucleotide pyrophosphorylase
CD630_23710	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	H	L-aspartate oxidase %28Quinolinate synthetase B%29
CD630_23720	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	H	Quinolinate synthetase A
CD630_23730	0	0	8	11	0	0	5	4	2.27	0	4	1.665	0.736	1.585	0.112877575045531	0.277337605555537	0	1.5137	1.4156	1.4156	TRUE	NA	CE	Putative CstA-like carbon starvation protein
CD630_23740	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Conserved hypothetical protein
CD630_23750	0	0	2	2	0	0	1	1	0.51	0	1	1.055	0.078	0.295	0.767906415165046	NA	0	15.0581	10	10	TRUE	NA	notInCOG	Conserved hypothetical protein
CD630_23760	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	R	Putative membrane protein
CD630_23770	0	0	0	2	0	0	0	1	0.16	0	0	0.996	-0.006	-0.024	0.981064521226078	NA	0	91.5366	10	10	TRUE	NA	I	Putative hydrolase%2C NUDIX family
CD630_23780	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	Putative membrane protein
CD630_23790	0	4	2	4	0	7	1	1	2.49	4	1	0.774	-0.37	-0.803	0.421765179518798	0.618239642027554	0	1.2665	1.1987	1.1987	TRUE	NA	C	Butyrate kinase %28Branched-chain carboxylic acid kinase%29 %28BK%29
CD630_23800	0	0	1	0	0	0	1	0	0.17	0	0	0.991	-0.013	-0.052	0.958647752371122	NA	0	86.313	10	10	TRUE	NA	C	Indole pyruvate ferredoxin/flavodoxin oxidoreductase
CD630_23810	0	0	8	0	0	0	5	0	1.36	0	2	1.222	0.29	0.837	0.402732830031184	NA	10	3.4861	4.4667	4.4667	TRUE	NA	C	Indole pyruvate ferredoxin/flavodoxin oxidoreductase
CD630_23820	0	0	0	1	0	0	0	0	0.08	0	0	0.972	-0.041	-0.159	0.874051897451427	NA	0	349.1015	10	10	TRUE	NA	E	Putative pyridoxal phosphate-dependent transferase
CD630_23830	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	KT	Transcriptional regulator%2C sigma-54-dependent
CD630_23840	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	T	Putative diguanylate cyclase signaling protein
CD630_23850	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	T	Putative diguanylate cyclase signaling protein
CD630_23860	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Conserved hypothetical protein
CD630_23861	0	0	2	0	0	0	1	0	0.34	0	0	1.032	0.045	0.171	0.864394441197924	NA	0	27.0345	10	10	TRUE	NA	notInCOG	Conserved hypothetical protein
CD630_23870	0	0	0	4	0	0	0	1	0.33	0	0	1.032	0.046	0.176	0.860578091675556	NA	0	28.4427	10	10	TRUE	NA	CIR	Alpha-hydroxy acid dehydrogenase%2C FMN-dependent
CD630_23880	0	0	11	8	0	0	7	3	2.53	0	5	1.786	0.837	1.731	0.0834748883845628	0.238556364005295	0.6813	1.2267	1.1962	1.1962	TRUE	NA	M	Putative peptidoglycan-binding/hydrolysing protein
CD630_23890	0	0	1	2	0	0	1	1	0.34	0	1	1.032	0.045	0.173	0.862436771713756	NA	0	27.7226	10	10	TRUE	NA	T	Putative beta-lactams signal-transducer
CD630_23900	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	K	Transcriptional regulator%2C beta-lactams repressor
CD630_23910	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Putative membrane protein
CD630_23920	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	R	Putative tRNA-binding protein
CD630_23930	0	0	0	2	0	0	0	1	0.16	0	0	0.996	-0.006	-0.024	0.981064521226078	NA	0	91.5366	10	10	TRUE	NA	M	Putative glycosyl transferase%2C family 51
CD630_23940	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	L	DNA polymerase III%2C epsilon subunit
CD630_23950	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	Conserved hypothetical protein
CD630_23960	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	C	Conserved hypothetical protein
CD630_23970	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	T	Putative exonuclease
CD630_23980	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	J	Putative 2-thiocytidine tRNA biosynthesis protein TtcA
CD630_23990	0	0	5	7	0	0	3	2	1.43	0	2	1.303	0.381	0.996	0.319163228964423	NA	0	3.3139	3.0681	3.0681	TRUE	NA	notInCOG	Conserved hypothetical protein
CD630_24000	0	0	8	6	0	0	5	2	1.86	0	4	1.448	0.534	1.272	0.203294541441448	0.390061071383591	0	2.2703	2.1637	2.1637	TRUE	NA	D	Spore coat peptide assembly protein CotJB 2
CD630_24010	0	0	10	21	0	0	7	7	3.44	0	7	2.237	1.162	2.154	0.0312157592485329	0.137826808318808	0	0.8552	0.7906	0.7906	TRUE	NA	P	Spore coat protein CotD%3B manganese catalase
CD630_24020	0	2	0	0	0	4	0	0	0.91	2	0	0.795	-0.33	-1.077	0.281689062410677	NA	10	5.7564	6.4924	6.4924	TRUE	NA	R-M	Putative cell wall hydrolase%3B phosphatase-associated protein
CD630_24030	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	FV	Deoxyuridine 5%27-triphosphate nucleotidohydrolase %28dUTPase%29 %28dUTP pyrophosphatase%29
CD630_24040	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	L	DNA topoisomerase type IA
CD630_24050	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	K	Transcriptional regulator%2C MarR family
CD630_24060	0	0	0	4	0	0	0	1	0.33	0	0	1.032	0.046	0.176	0.860578091675556	NA	0	28.4427	10	10	TRUE	NA	MV	Putative lipoprotein
CD630_24070	2	0	0	2	5	0	0	1	1.3	2	0	0.811	-0.303	-0.831	0.405743504496614	NA	3.1724	3.662	3.6242	3.6242	TRUE	NA	V	Putative multidrug efflux pump
CD630_24080	2	0	2	0	5	0	1	0	1.48	2	0	0.856	-0.224	-0.603	0.54659238592225	NA	6.2029	3.1972	3.4301	3.4301	TRUE	NA	M	Putative multidrug efflux pump
CD630_24090	0	0	0	4	0	0	0	1	0.33	0	0	1.032	0.046	0.176	0.860578091675556	NA	0	28.4427	10	10	TRUE	NA	notInCOG	Conserved hypothetical protein
CD630_24100	1	0	2	4	2	0	1	1	1.24	1	1	1.029	0.041	0.111	0.911610919492031	NA	0	3.8497	3.1085	3.1085	TRUE	NA	G	Pyruvate phosphate dikinase %28ATP:pyruvate%2C phosphate phosphotransferase%29
CD630_24110	0	0	0	4	0	0	0	1	0.33	0	0	1.032	0.046	0.176	0.860578091675556	NA	0	28.4427	10	10	TRUE	NA	T	Putative positive regulator of gluconeogenesis%3B putative phosphotransferase
CD630_24120	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	T	Putative negative regulator of gluconeogenesis
CD630_24130	0	0	0	2	0	0	0	1	0.16	0	0	0.996	-0.006	-0.024	0.981064521226078	NA	0	91.5366	10	10	TRUE	NA	E	Putative NAD%28P%29-binding protein
CD630_24140	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	G	PTS system%2C Sorbitol-like IIA component %28Glucitol%29
CD630_24150	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	K	Putative sorbitol-like operon activator protein %28Glucitol%29
CD630_24160	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	K-GT	Transcription antiterminator%2C PTS operon regulator
CD630_24170	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	G	PTS system%2C Sorbitol-like IIB component %28Glucitol%29
CD630_24180	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	G	PTS system%2C Sorbitol-like IIC component %28Glucitol%29
CD630_24190	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	K-K	Transcriptional regulator%2C AraC family
CD630_24200	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	R	Conserved hypothetical protein
CD630_24210	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	R	Putative amidohydrolase%2C M20D family
CD630_24220	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	E	Sodium:alanine symporter
CD630_24230	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	G	Transporter%2C Major Facilitator Superfamily %28MFS%29
CD630_24240	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	KE	Putative pyridoxal phosphate-dependent transferase
CD630_24250	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	C	Phosphate butyryltransferase %28Phosphotransbutyrylase%29
CD630_24260	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	C	Butyrate kinase 1 %28BK 1%29 %28Branched-chain carboxylic acid kinase 1%29
CD630_24270	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	C	Putative flavodoxin/ferredoxin oxidoreductase gamma subunit
CD630_24280	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	C	Putative flavodoxin/ferredoxin oxidoreductase beta subunit
CD630_24290	0	0	2	0	0	0	1	0	0.34	0	0	1.032	0.045	0.171	0.864394441197924	NA	0	27.0345	10	10	TRUE	NA	C	Putative flavodoxin/ferredoxin oxidoreductase alpha subunit
CD630_24291	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	P	Putative 4Fe-4S ferredoxin%2C iron-sulfur binding domain protein%2C delta subunit
CD630_24300	0	0	0	4	0	0	0	1	0.33	0	0	1.032	0.046	0.176	0.860578091675556	NA	0	28.4427	10	10	TRUE	NA	K	Transcriptional regulator%2C IclR family
CD630_24310	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	P	Putative nitrite/sulphite reductase
CD630_24320	0	0	0	2	0	0	0	1	0.16	0	0	0.996	-0.006	-0.024	0.981064521226078	NA	0	91.5366	10	10	TRUE	NA	J	Glycyl-tRNA synthetase beta subunit %28Glycine--tRNA ligase beta subunit%29 %28GlyRS%29
CD630_24330	0	0	2	2	0	0	1	1	0.51	0	1	1.055	0.078	0.295	0.767906415165046	NA	0	15.0581	10	10	TRUE	NA	J	Glycyl-tRNA synthetase alpha subunit %28Glycine--tRNA ligase alpha subunit%29 %28GlyRS%29
CD630_24340	0	0	1	2	0	0	1	1	0.34	0	1	1.032	0.045	0.173	0.862436771713756	NA	0	27.7226	10	10	TRUE	NA	notInCOG	Conserved hypothetical protein
CD630_24350	0	0	0	4	0	0	0	1	0.33	0	0	1.032	0.046	0.176	0.860578091675556	NA	0	28.4427	10	10	TRUE	NA	L	DNA repair protein RecO %28Recombination protein O%29
CD630_24351	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Conserved hypothetical protein
CD630_24360	0	2	2	4	0	4	1	1	1.58	2	1	0.949	-0.075	-0.19	0.849607727218721	NA	0	2.9424	2.4585	2.4585	TRUE	NA	P	Putative divalent cation transporter%2C MgtE family
CD630_24370	2	0	2	2	5	0	1	1	1.64	2	1	0.883	-0.18	-0.449	0.653087831298806	NA	0	2.7967	2.4435	2.4435	TRUE	NA	J	GTP-binding protein Era
CD630_24380	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	F	Cytidine deaminase %28Cytidine aminohydrolase%29 %28CDA%29
CD630_24390	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	I	Putative diacylglycerol kinase
CD630_24400	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	J	Putative metal-dependent hydrolase
CD630_24411	0	0	0	2	0	0	0	1	0.16	0	0	0.996	-0.006	-0.024	0.981064521226078	NA	0	91.5366	10	10	TRUE	NA	T	PhoH-like protein
CD630_24420	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	D	Stage IV sporulation protein
CD630_24430	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	D	Conserved hypothetical protein
CD630_24440	0	0	0	2	0	0	0	1	0.16	0	0	0.996	-0.006	-0.024	0.981064521226078	NA	0	91.5366	10	10	TRUE	NA	J	Putative ribosome-associated sigma 54 modulation protein
CD630_24450	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	T	Putative transmembrane signaling protein%2C TspO/MBR family
CD630_24460	0	0	7	22	0	0	5	7	3.01	0	6	2.047	1.033	1.994	0.0461240895348408	0.178447297216761	0	0.9684	0.9081	0.9081	TRUE	NA	R	Putative aspartyl/glutamyl-tRNA amidotransferase subunit B-related
CD630_24461	2	0	3	8	5	0	2	3	2.31	2	2	1.019	0.027	0.061	0.951215805306614	0.980292270971008	0	1.4671	1.3262	1.3262	TRUE	NA	J	30S ribosomal protein S21
CD630_24470	0	0	0	5	0	0	0	2	0.41	0	1	1.045	0.064	0.241	0.809341083045668	NA	0	20.2414	10	10	TRUE	NA	FR	Putative histidine triad %28HIT%29 protein
CD630_24480	0	0	4	0	0	0	3	0	0.68	0	2	1.073	0.101	0.383	0.701633532059556	NA	10	9.4757	10	10	TRUE	NA	J	Putative MiaB-like tRNA modifying enzyme
CD630_24490	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	J	Putative methyltransferase
CD630_24500	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	J	Ribosomal protein L11 methyltransferase %28L11 Mtase%29
CD630_24510	0	0	0	2	0	0	0	1	0.16	0	0	0.996	-0.006	-0.024	0.981064521226078	NA	0	91.5366	10	10	TRUE	NA	V	Putative CRISPR-associated ATP-dependent helicase
CD630_24520	0	0	0	2	0	0	0	1	0.16	0	0	0.996	-0.006	-0.024	0.981064521226078	NA	0	91.5366	10	10	TRUE	NA	V	Putative CRISPR-associated protein
CD630_24530	0	0	0	4	0	0	0	1	0.33	0	0	1.032	0.046	0.176	0.860578091675556	NA	0	28.4427	10	10	TRUE	NA	notInCOG	Putative CRISPR-associated negative autoregulator
CD630_24540	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Conserved hypothetical protein
CD630_24550	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	V	Putative CRISPR-associated protein
CD630_24560	0	0	0	2	0	0	0	1	0.16	0	0	0.996	-0.006	-0.024	0.981064521226078	NA	0	91.5366	10	10	TRUE	NA	G	ABC-type transport system%2C sugar-family ATP-binding protein
CD630_24570	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	K	Conserved hypothetical protein
CD630_24580	0	0	4	1	0	0	3	0	0.76	0	2	1.103	0.142	0.48	0.630956312494527	NA	0	7.8003	7.2812	7.2812	TRUE	NA	G	Transporter%2C Major Facilitator Superfamily %28MFS%29
CD630_24590	1	0	1	0	2	0	1	0	0.74	1	0	0.922	-0.117	-0.414	0.678571000144541	NA	0	8.2835	7.7478	7.7478	TRUE	NA	GK	Putative glucokinase%2C ROK family
CD630_24591	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Conserved hypothetical protein
CD630_24600	0	0	0	6	0	0	0	2	0.49	0	1	1.055	0.078	0.295	0.767798119699751	NA	0	15.5314	10	10	TRUE	NA	O	Chaperone protein DnaJ
CD630_24610	0	0	4	35	0	0	3	12	3.57	0	8	2.219	1.15	2.15	0.0315366425814222	0.137826808318808	1.5552	0.8284	0.8672	0.8672	TRUE	NA	O	Chaperone protein dnaK %28Heat shock protein 70%29 %28Heat shock 70 kDa protein%29 %28HSP70%29
CD630_24620	0	0	0	2	0	0	0	1	0.16	0	0	0.996	-0.006	-0.024	0.981064521226078	NA	0	91.5366	10	10	TRUE	NA	O	Protein grpE %28HSP-70 cofactor%29
CD630_24630	0	0	2	10	0	0	1	3	1.17	0	2	1.229	0.298	0.827	0.408076362174312	NA	0	4.1033	3.8301	3.8301	TRUE	NA	K	Transcriptional regulator%2C Heat-inducible repressor HrcA
CD630_24640	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	H	Oxygen-independent coproporphyrinogen-III oxidase %28Coproporphyrinogenase%29 %28Coprogen oxidase%29
CD630_24650	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	E	Putative amino acid/polyamine transporter
CD630_24660	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	J	Putative tRNA-nucleotidyltransferase/Poly%28A%29 polymerase family member
CD630_24670	0	0	3	2	0	0	2	1	0.68	0	2	1.082	0.114	0.408	0.683254353282416	NA	0	9.6041	8.6315	8.6315	TRUE	NA	J	GTP-binding protein LepA
CD630_24680	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	notInCOG	Conserved hypothetical protein
CD630_24690	0	0	0	3	0	0	0	1	0.25	0	0	1.017	0.024	0.092	0.926773056356127	NA	0	45.2588	10	10	TRUE	NA	D	Stage II sporulation protein P
CD630_24700	0	0	2	6	0	0	1	2	0.84	0	2	1.129	0.175	0.559	0.576035205793971	NA	0	6.6754	6.0537	6.0537	TRUE	NA	D	Spore endopeptidase
CD630_24710	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	HR	Conserved hypothetical protein
CD630_24720	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	K	Transcriptional regulator%2C ArsR family
CD630_24730	0	0	0	2	0	0	0	1	0.16	0	0	0.996	-0.006	-0.024	0.981064521226078	NA	0	91.5366	10	10	TRUE	NA	J	30S ribosomal protein S20
CD630_24740	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	L	Putative DNA polymerase III%2C delta subunit
CD630_24750	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	U	Putative membrane protein
CD630_24760	0	0	0	3	0	0	0	1	0.25	0	0	1.017	0.024	0.092	0.926773056356127	NA	0	45.2588	10	10	TRUE	NA	R	Conserved hypothetical protein
CD630_24770	0	0	0	1	0	0	0	0	0.08	0	0	0.972	-0.041	-0.159	0.874051897451427	NA	0	349.1015	10	10	TRUE	NA	S	Conserved hypothetical protein
CD630_24780	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	U	Putative DNA uptake transporter
CD630_24790	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	J	Putative molybdenum cofactor biosynthesis
CD630_24800	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	S-S	Putative hydrolase
CD630_24810	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	L	Uracil-DNA glycosylase %28UDG%29
CD630_24820	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	Putative lipoprotein
CD630_24830	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	HO	Putative lipoprotein
CD630_24840	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	ER	Putative pyridoxal phosphate-dependent transferase
CD630_24850	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	E	Putative Xaa-Pro aminopeptidase%2C M24 family
